combination_number,expert_1_order,expert_2_order,metrics
5668,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy30', 'entropy13', 'entropy14', 'entropy28']","{'accuracy': 0.6779661178588867, 'precision': 0.6823529601097107, 'recall': np.float64(0.6590909090909091), 'specificity': 0.6966292262077332, 'f1': 0.6705202460289001, 'auroc': 0.7493615746498108}"
5669,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy30', 'entropy14', 'entropy28', 'entropy13']","{'accuracy': 0.6836158037185669, 'precision': 0.7222222089767456, 'recall': np.float64(0.5909090909090909), 'specificity': 0.7752808928489685, 'f1': 0.6499999761581421, 'auroc': 0.7511491179466248}"
5670,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy30', 'entropy14', 'entropy13', 'entropy28']","{'accuracy': 0.6892655491828918, 'precision': 0.6987951993942261, 'recall': np.float64(0.6590909090909091), 'specificity': 0.7191011309623718, 'f1': 0.6783625483512878, 'auroc': 0.7609806060791016}"
5671,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy28', 'entropy30', 'entropy13', 'entropy14']","{'accuracy': 0.694915235042572, 'precision': 0.7361111044883728, 'recall': np.float64(0.6022727272727273), 'specificity': 0.7865168452262878, 'f1': 0.6625000238418579, 'auroc': 0.7482125163078308}"
5672,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy28', 'entropy30', 'entropy14', 'entropy13']","{'accuracy': 0.6666666865348816, 'precision': 0.6883116960525513, 'recall': np.float64(0.6022727272727273), 'specificity': 0.7303370833396912, 'f1': 0.6424242258071899, 'auroc': 0.7417007088661194}"
5673,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy28', 'entropy13', 'entropy30', 'entropy14']","{'accuracy': 0.6779661178588867, 'precision': 0.7123287916183472, 'recall': np.float64(0.5909090909090909), 'specificity': 0.7640449404716492, 'f1': 0.6459627151489258, 'auroc': 0.7529367208480835}"
5674,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy28', 'entropy13', 'entropy14', 'entropy30']","{'accuracy': 0.6553672552108765, 'precision': 0.6666666865348816, 'recall': np.float64(0.6136363636363636), 'specificity': 0.6966292262077332, 'f1': 0.639053225517273, 'auroc': 0.7422114610671997}"
5675,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy28', 'entropy14', 'entropy30', 'entropy13']","{'accuracy': 0.6836158037185669, 'precision': 0.6951219439506531, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7191011309623718, 'f1': 0.6705882549285889, 'auroc': 0.7464249134063721}"
5676,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy28', 'entropy14', 'entropy13', 'entropy30']","{'accuracy': 0.694915235042572, 'precision': 0.7236841917037964, 'recall': np.float64(0.625), 'specificity': 0.7640449404716492, 'f1': 0.6707317233085632, 'auroc': 0.7580440044403076}"
5677,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy13', 'entropy30', 'entropy28', 'entropy14']","{'accuracy': 0.6836158037185669, 'precision': 0.6951219439506531, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7191011309623718, 'f1': 0.6705882549285889, 'auroc': 0.7385087013244629}"
5678,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy13', 'entropy30', 'entropy14', 'entropy28']","{'accuracy': 0.6779661178588867, 'precision': 0.6781609058380127, 'recall': np.float64(0.6704545454545454), 'specificity': 0.6853932738304138, 'f1': 0.6742857098579407, 'auroc': 0.764811098575592}"
5679,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy13', 'entropy28', 'entropy30', 'entropy14']","{'accuracy': 0.694915235042572, 'precision': 0.7297297120094299, 'recall': np.float64(0.6136363636363636), 'specificity': 0.7752808928489685, 'f1': 0.6666666865348816, 'auroc': 0.7462972402572632}"
5680,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy13', 'entropy28', 'entropy14', 'entropy30']","{'accuracy': 0.694915235042572, 'precision': 0.7236841917037964, 'recall': np.float64(0.625), 'specificity': 0.7640449404716492, 'f1': 0.6707317233085632, 'auroc': 0.7422114610671997}"
5681,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy13', 'entropy14', 'entropy30', 'entropy28']","{'accuracy': 0.6723163723945618, 'precision': 0.6744186282157898, 'recall': np.float64(0.6590909090909091), 'specificity': 0.6853932738304138, 'f1': 0.6666666865348816, 'auroc': 0.755234956741333}"
5682,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy13', 'entropy14', 'entropy28', 'entropy30']","{'accuracy': 0.694915235042572, 'precision': 0.7124999761581421, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7415730357170105, 'f1': 0.6785714030265808, 'auroc': 0.7568948268890381}"
5683,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy14', 'entropy30', 'entropy28', 'entropy13']","{'accuracy': 0.694915235042572, 'precision': 0.7179487347602844, 'recall': np.float64(0.6363636363636364), 'specificity': 0.7528089880943298, 'f1': 0.6746987700462341, 'auroc': 0.7611082792282104}"
5684,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy14', 'entropy30', 'entropy13', 'entropy28']","{'accuracy': 0.694915235042572, 'precision': 0.7179487347602844, 'recall': np.float64(0.6363636363636364), 'specificity': 0.7528089880943298, 'f1': 0.6746987700462341, 'auroc': 0.7673646807670593}"
5685,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy14', 'entropy28', 'entropy30', 'entropy13']","{'accuracy': 0.6779661178588867, 'precision': 0.701298713684082, 'recall': np.float64(0.6136363636363636), 'specificity': 0.7415730357170105, 'f1': 0.6545454263687134, 'auroc': 0.7334014177322388}"
5686,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy14', 'entropy28', 'entropy13', 'entropy30']","{'accuracy': 0.6892655491828918, 'precision': 0.7142857313156128, 'recall': np.float64(0.625), 'specificity': 0.7528089880943298, 'f1': 0.6666666865348816, 'auroc': 0.7480847835540771}"
5687,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy14', 'entropy13', 'entropy30', 'entropy28']","{'accuracy': 0.6666666865348816, 'precision': 0.6705882549285889, 'recall': np.float64(0.6477272727272727), 'specificity': 0.6853932738304138, 'f1': 0.6589595079421997, 'auroc': 0.7507660388946533}"
5688,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy29', 'entropy14', 'entropy13', 'entropy28', 'entropy30']","{'accuracy': 0.6666666865348816, 'precision': 0.6883116960525513, 'recall': np.float64(0.6022727272727273), 'specificity': 0.7303370833396912, 'f1': 0.6424242258071899, 'auroc': 0.7494892477989197}"
5689,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy30', 'entropy29', 'entropy13', 'entropy14']","{'accuracy': 0.6779661178588867, 'precision': 0.7123287916183472, 'recall': np.float64(0.5909090909090909), 'specificity': 0.7640449404716492, 'f1': 0.6459627151489258, 'auroc': 0.7482125163078308}"
5690,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy30', 'entropy29', 'entropy14', 'entropy13']","{'accuracy': 0.6836158037185669, 'precision': 0.7352941036224365, 'recall': np.float64(0.5681818181818182), 'specificity': 0.7977527976036072, 'f1': 0.6410256624221802, 'auroc': 0.7545965313911438}"
5691,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy30', 'entropy13', 'entropy29', 'entropy14']","{'accuracy': 0.6327683329582214, 'precision': 0.7017543911933899, 'recall': np.float64(0.45454545454545453), 'specificity': 0.8089887499809265, 'f1': 0.5517241358757019, 'auroc': 0.7327630519866943}"
5692,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy30', 'entropy13', 'entropy14', 'entropy29']","{'accuracy': 0.6836158037185669, 'precision': 0.7162162065505981, 'recall': np.float64(0.6022727272727273), 'specificity': 0.7640449404716492, 'f1': 0.654321014881134, 'auroc': 0.7645556330680847}"
5693,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy30', 'entropy14', 'entropy29', 'entropy13']","{'accuracy': 0.6271186470985413, 'precision': 0.7200000286102295, 'recall': np.float64(0.4090909090909091), 'specificity': 0.8426966071128845, 'f1': 0.52173912525177, 'auroc': 0.7314862012863159}"
5694,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy30', 'entropy14', 'entropy13', 'entropy29']","{'accuracy': 0.6779661178588867, 'precision': 0.7313432693481445, 'recall': np.float64(0.5568181818181818), 'specificity': 0.7977527976036072, 'f1': 0.6322580575942993, 'auroc': 0.7498722672462463}"
5695,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy29', 'entropy30', 'entropy13', 'entropy14']","{'accuracy': 0.6779661178588867, 'precision': 0.7123287916183472, 'recall': np.float64(0.5909090909090909), 'specificity': 0.7640449404716492, 'f1': 0.6459627151489258, 'auroc': 0.7395301461219788}"
5696,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy29', 'entropy30', 'entropy14', 'entropy13']","{'accuracy': 0.6553672552108765, 'precision': 0.6753246784210205, 'recall': np.float64(0.5909090909090909), 'specificity': 0.7191011309623718, 'f1': 0.6303030252456665, 'auroc': 0.7496169805526733}"
5697,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy29', 'entropy13', 'entropy30', 'entropy14']","{'accuracy': 0.6553672552108765, 'precision': 0.7454545497894287, 'recall': np.float64(0.4659090909090909), 'specificity': 0.8426966071128845, 'f1': 0.5734265446662903, 'auroc': 0.7452757954597473}"
5698,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy29', 'entropy13', 'entropy14', 'entropy30']","{'accuracy': 0.6497175097465515, 'precision': 0.6710526347160339, 'recall': np.float64(0.5795454545454546), 'specificity': 0.7191011309623718, 'f1': 0.6219512224197388, 'auroc': 0.7556179761886597}"
5699,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy29', 'entropy14', 'entropy30', 'entropy13']","{'accuracy': 0.6892655491828918, 'precision': 0.7088607549667358, 'recall': np.float64(0.6363636363636364), 'specificity': 0.7415730357170105, 'f1': 0.6706587076187134, 'auroc': 0.7455311417579651}"
5700,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy29', 'entropy14', 'entropy13', 'entropy30']","{'accuracy': 0.6892655491828918, 'precision': 0.6987951993942261, 'recall': np.float64(0.6590909090909091), 'specificity': 0.7191011309623718, 'f1': 0.6783625483512878, 'auroc': 0.7455312013626099}"
5701,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy13', 'entropy30', 'entropy29', 'entropy14']","{'accuracy': 0.6553672552108765, 'precision': 0.7368420958518982, 'recall': np.float64(0.4772727272727273), 'specificity': 0.8314606547355652, 'f1': 0.5793103575706482, 'auroc': 0.744765043258667}"
5702,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy13', 'entropy30', 'entropy14', 'entropy29']","{'accuracy': 0.6779661178588867, 'precision': 0.7123287916183472, 'recall': np.float64(0.5909090909090909), 'specificity': 0.7640449404716492, 'f1': 0.6459627151489258, 'auroc': 0.7704289555549622}"
5703,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy13', 'entropy29', 'entropy30', 'entropy14']","{'accuracy': 0.6779661178588867, 'precision': 0.7123287916183472, 'recall': np.float64(0.5909090909090909), 'specificity': 0.7640449404716492, 'f1': 0.6459627151489258, 'auroc': 0.7548519372940063}"
5704,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy13', 'entropy29', 'entropy14', 'entropy30']","{'accuracy': 0.6723163723945618, 'precision': 0.7083333134651184, 'recall': np.float64(0.5795454545454546), 'specificity': 0.7640449404716492, 'f1': 0.637499988079071, 'auroc': 0.7594484090805054}"
5705,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy13', 'entropy14', 'entropy30', 'entropy29']","{'accuracy': 0.6836158037185669, 'precision': 0.7162162065505981, 'recall': np.float64(0.6022727272727273), 'specificity': 0.7640449404716492, 'f1': 0.654321014881134, 'auroc': 0.7671093344688416}"
5706,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy13', 'entropy14', 'entropy29', 'entropy30']","{'accuracy': 0.700564980506897, 'precision': 0.7777777910232544, 'recall': np.float64(0.5568181818181818), 'specificity': 0.8426966071128845, 'f1': 0.6490066051483154, 'auroc': 0.7560010552406311}"
5707,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy14', 'entropy30', 'entropy29', 'entropy13']","{'accuracy': 0.6553672552108765, 'precision': 0.6849315166473389, 'recall': np.float64(0.5681818181818182), 'specificity': 0.7415730357170105, 'f1': 0.6211180090904236, 'auroc': 0.7327630519866943}"
5708,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy14', 'entropy30', 'entropy13', 'entropy29']","{'accuracy': 0.6779661178588867, 'precision': 0.7384615540504456, 'recall': np.float64(0.5454545454545454), 'specificity': 0.8089887499809265, 'f1': 0.6274510025978088, 'auroc': 0.7584269046783447}"
5709,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy14', 'entropy29', 'entropy30', 'entropy13']","{'accuracy': 0.6836158037185669, 'precision': 0.7162162065505981, 'recall': np.float64(0.6022727272727273), 'specificity': 0.7640449404716492, 'f1': 0.654321014881134, 'auroc': 0.7332737445831299}"
5710,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy14', 'entropy29', 'entropy13', 'entropy30']","{'accuracy': 0.6497175097465515, 'precision': 0.7241379022598267, 'recall': np.float64(0.4772727272727273), 'specificity': 0.8202247023582458, 'f1': 0.5753424763679504, 'auroc': 0.7321246266365051}"
5711,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy14', 'entropy13', 'entropy30', 'entropy29']","{'accuracy': 0.6779661178588867, 'precision': 0.7384615540504456, 'recall': np.float64(0.5454545454545454), 'specificity': 0.8089887499809265, 'f1': 0.6274510025978088, 'auroc': 0.7529366612434387}"
5712,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy28', 'entropy14', 'entropy13', 'entropy29', 'entropy30']","{'accuracy': 0.6610169410705566, 'precision': 0.7121211886405945, 'recall': np.float64(0.5340909090909091), 'specificity': 0.7865168452262878, 'f1': 0.6103895902633667, 'auroc': 0.7271450757980347}"
5713,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy13', 'entropy30', 'entropy29', 'entropy28', 'entropy14']","{'accuracy': 0.6892655491828918, 'precision': 0.7200000286102295, 'recall': np.float64(0.6136363636363636), 'specificity': 0.7640449404716492, 'f1': 0.6625766754150391, 'auroc': 0.7553626298904419}"
5714,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy13', 'entropy30', 'entropy29', 'entropy14', 'entropy28']","{'accuracy': 0.6779661178588867, 'precision': 0.7246376872062683, 'recall': np.float64(0.5681818181818182), 'specificity': 0.7865168452262878, 'f1': 0.6369426846504211, 'auroc': 0.7622573971748352}"
5715,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy13', 'entropy30', 'entropy28', 'entropy29', 'entropy14']","{'accuracy': 0.6892655491828918, 'precision': 0.7538461685180664, 'recall': np.float64(0.5568181818181818), 'specificity': 0.8202247023582458, 'f1': 0.6405228972434998, 'auroc': 0.7328907251358032}"
5716,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy13', 'entropy30', 'entropy28', 'entropy14', 'entropy29']","{'accuracy': 0.6779661178588867, 'precision': 0.6962025165557861, 'recall': np.float64(0.625), 'specificity': 0.7303370833396912, 'f1': 0.658682644367218, 'auroc': 0.7452757358551025}"
5717,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy13', 'entropy30', 'entropy14', 'entropy29', 'entropy28']","{'accuracy': 0.694915235042572, 'precision': 0.7124999761581421, 'recall': np.float64(0.6477272727272727), 'specificity': 0.7415730357170105, 'f1': 0.6785714030265808, 'auroc': 0.7405515909194946}"
5718,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy13', 'entropy30', 'entropy14', 'entropy28', 'entropy29']","{'accuracy': 0.6836158037185669, 'precision': 0.75, 'recall': np.float64(0.5454545454545454), 'specificity': 0.8202247023582458, 'f1': 0.6315789222717285, 'auroc': 0.76340651512146}"
5719,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy13', 'entropy29', 'entropy30', 'entropy28', 'entropy14']","{'accuracy': 0.700564980506897, 'precision': 0.7058823704719543, 'recall': np.float64(0.6818181818181818), 'specificity': 0.7191011309623718, 'f1': 0.6936416029930115, 'auroc': 0.729698657989502}"
5720,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy13', 'entropy29', 'entropy30', 'entropy14', 'entropy28']","{'accuracy': 0.694915235042572, 'precision': 0.6976743936538696, 'recall': np.float64(0.6818181818181818), 'specificity': 0.7078651785850525, 'f1': 0.6896551847457886, 'auroc': 0.7378703355789185}"
5721,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy13', 'entropy29', 'entropy28', 'entropy30', 'entropy14']","{'accuracy': 0.6779661178588867, 'precision': 0.6913580298423767, 'recall': np.float64(0.6363636363636364), 'specificity': 0.7191011309623718, 'f1': 0.6627218723297119, 'auroc': 0.7319969534873962}"
5722,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy13', 'entropy29', 'entropy28', 'entropy14', 'entropy30']","{'accuracy': 0.6666666865348816, 'precision': 0.6790123581886292, 'recall': np.float64(0.625), 'specificity': 0.7078651785850525, 'f1': 0.6508875489234924, 'auroc': 0.7272726893424988}"
5723,"['manu_37', '40', '29', 'Sum', '28', '14', '13']","['entropy13', 'entropy29', 'entropy14', 'entropy30', 'entropy28']","{'accuracy': 0.6666666865348816, 'precision': 0.6746987700462341, 'recall': np.float64(0.6363636363636364), 'specificity': 0.6966292262077332, 'f1': 0.6549707651138306, 'auroc': 0.73659348487854}"
